id, background, body, feathers, beak, beak color, eyes, eye color, eyewear, headwear, outerwear
1542, Yellow, Crescent, Gray, Small, Orange, , , Jobs Glasses, Crescent Talisman, 
1543, Yellow, Crescent, Red, Small, Gray, Discerning, White, , Witch's Hat, 
1544, Blue, Stark, Purple, Long, Orange, Open, Gray, , Lincoln, 
1545, Blue, Tranquil, Red, Small, Gray, Discerning, Blue, , , 
1546, Gray, Brave, Red, Small, Gray, Relaxed, Blue, , Skully, 
1547, Gray, Crescent, Brown, Small, Orange, Discerning, White, , , 
1548, Blue, Stark, Green, Short, Gray, Relaxed, Red, , Aviator's Cap, 
1549, Yellow, Professor, Purple, Small, Orange, Angry, Red, , , 
1550, Green, Crescent, Gray, Small, Orange, Angry, Green, , Bandana, 
1551, Gray, Tabby, Black, Small, Orange, , , Black-rimmed Glasses, Raincloud, 
1552, Pink, Guardian, Black, Small, Orange, Discerning, Gray, , Bandana, 
1553, Purple, Tranquil, Purple, Short, Orange, Open, Green, , , 
1554, Gray, Crescent, Purple, Small, Gray, , , Visor, Fire, 
1555, Green, Guardian, Brown, Short, Orange, Heart, Epic, , Headphones, 
1556, Yellow, Professor, Purple, Short, Orange, Diamond, Epic, , , 
1557, Green, Crescent, White, Small, Gray, Side-eye, White, , , Hoodie
1558, Blue, Crescent, Red, Long, Gray, Relaxed, Red, , Tiny Crown, Punk Jacket
1559, Gray, Crescent, Brown, Small, Orange, Angry, Yellow, , Beanie, 
1560, Blue, Crescent, Red, Small, Orange, Open, Yellow, , Cowboy Hat, Punk Jacket
1561, Purple, Crescent, Gray, Small, Orange, Open, Blue, , Wizard's Hat, 
1562, Blue, Brave, Purple, Small, Orange, Open, Blue, Eyepatch, , 
1563, Green, Guardian, Red, Short, Gray, Side-eye, Yellow, , , 
1564, Yellow, Crescent, Purple, Small, Orange, Relaxed, Red, , Raincloud, Hoodie
1565, Blue, Tabby, Green, Small, Orange, Relaxed, Gray, , Space Helmet, 
1566, Pink, Crescent, White, Small, Orange, Open, Blue, , Durag, 
1567, Green, Guardian, Purple, Small, Gray, , , Black-rimmed Glasses, , Jean Jacket
1568, Gray, Crescent, Blue, Short, Orange, , , Black-rimmed Glasses, Witch's Hat, 
1569, Pink, Guardian, Red, Short, Gray, , , Black-rimmed Glasses, Flower, 
1570, Blue, Crescent, Brown, Long, Orange, Discerning, Red, , Bucket Hat, 
1571, Yellow, Crescent, Red, Short, Gray, Relaxed, Gray, , Headband, 
1572, Purple, Crescent, Black, Short, Gray, , , Jobs Glasses, Beanie, 
1573, Pink, Professor, Gray, Small, Orange, Angry, Green, , , 
1574, Pink, Brave, Purple, Small, Orange, Moon, Epic, , Tiny Crown, 
1575, Yellow, Stark, Red, Short, Orange, Side-eye, Purple, , , 
1576, Blue, Tranquil, Purple, Small, Orange, Adorable, Epic, , Raincloud, 
1577, Gray, Tranquil, Brown, Short, Gray, Side-eye, White, , Tiara, 
1578, Yellow, Tranquil, Red, Small, Orange, Open, Blue, , Tiny Crown, 
1579, Blue, Sage, Blue, Short, Gray, Open, Red, Big Tech, Skully, 
1580, Green, Emperor, Red, Short, Gray, Heart, Epic, , Skully, 
1581, Pink, Professor, Brown, Short, Gray, , , Visor, Skully, 
1582, Green, Stark, Gray, Long, Gray, Open, Purple, , Fire, 
1583, Blue, Crescent, Black, Long, Gray, Heart, Epic, , Headphones, 
1584, Yellow, Professor, Red, Long, Gray, Discerning, Yellow, Monocle, , 
1585, Pink, Crescent, White, Short, Orange, Relaxed, Red, , Space Helmet, 
1586, Pink, Guardian, White, Short, Orange, Open, Red, , Flower, 
1587, Pink, Crescent, Red, Short, Orange, Fire, Epic, , Forest Ranger, 
1588, Purple, Stark, Brown, Short, Orange, Open, Purple, , Headphones, 
1589, Blue, Tabby, Black, Small, Gray, Fire, Epic, , Skully, 
1590, Purple, Crescent, Blue, Short, Orange, Side-eye, Green, , Skully, 
1591, Blue, Tabby, Black, Short, Gray, Side-eye, Green, , Grail, Bomber Jacket
1592, Yellow, Tranquil, Black, Small, Orange, Adorable, Epic, , Mohawk (Green), 
1593, Green, Stark, Green, Short, Gray, Adorable, Epic, , Grail, 
1594, Blue, Stark, Brown, Small, Orange, Open, White, , Captain's Cap, 
1595, Gray, Brave, White, Small, Orange, Angry, Yellow, Monocle, Diamond, 
1596, Blue, Stark, Black, Short, Orange, Rainbow, Epic, , Moon Hat, 
1597, Gray, Tranquil, Red, Small, Orange, Discerning, Gray, , Karate Band, 
1598, Purple, Crescent, Blue, Small, Gray, Discerning, Yellow, , Skully, 
1599, Gray, Sage, Red, Small, Orange, Angry, Purple, , , 
1600, Green, Tabby, Red, Small, Orange, Discerning, White, , Karate Band, 
1601, Green, Crescent, Gray, Short, Orange, Relaxed, Blue, , , Hoodie
1602, Blue, Sage, Brown, Small, Gray, Side-eye, Red, , , 
1603, Green, Tabby, Black, Small, Orange, Discerning, Purple, , Fire, 
1604, Blue, Crescent, White, Short, Orange, , , Aviators, , 
1605, Green, Tabby, Brown, Small, Orange, Angry, Red, , , 
1606, Gray, Crescent, Brown, Short, Orange, Heart, Epic, , Grail, 
1607, Blue, Crescent, Brown, Small, Orange, Diamond, Epic, , Hero's Cap, Hero's Tunic
1608, Yellow, Crescent, Gray, Short, Orange, Open, Red, , Mohawk (Pink), 
1609, Green, Crescent, Blue, Long, Orange, Discerning, Yellow, , Karate Band, 
1610, Gray, Tabby, Red, Small, Orange, Relaxed, Gray, , , Jean Jacket
1611, Green, Ruby Skeleton, Legendary Bone, Small, Ruby, Open, Skeleton, Eyepatch, , 
1612, Purple, Crescent, Pink, Short, Orange, Angry, Red, , Karate Band, 
1613, Blue, Tabby, Pink, Long, Orange, Adorable, Epic, , Bandana, 
1614, Pink, Tabby, Black, Long, Orange, Angry, Blue, , Crescent Talisman, 
1615, Blue, Crescent, White, Small, Orange, Angry, Red, , , 
1616, Blue, Crescent, Blue, Short, Orange, Relaxed, Green, , Hero's Cap, Hero's Tunic
1617, Purple, Guardian, Pink, Short, Gray, Side-eye, Purple, , , 
1618, Purple, Professor, Blue, Small, Gray, Diamond, Epic, , , 
1619, Purple, Tranquil, White, Small, Gray, Discerning, Purple, , Tiny Crown, Hoodie Down
1620, Blue, Brave, Brown, Small, Gray, Open, White, , Tiara, 
1621, Green, Guardian, Black, Long, Gray, Open, Green, , Tiara, 
1622, Blue, Crescent, Gray, Short, Orange, Open, Yellow, , Beanie, Gold Chain
1623, Purple, Guardian, Brown, Short, Gray, Open, Purple, , , Gold Chain
1624, Green, Guardian, Red, Short, Gray, Angry, Blue, , Grail, 
1625, Yellow, Tranquil, Purple, Short, Gray, Relaxed, White, , Headphones, 
1626, Pink, Crescent, Blue, Short, Gray, Discerning, Gray, , Beanie, 
1627, Green, Professor, Gray, Small, Gray, Open, Gray, Big Tech, , 
1628, Blue, Crescent, Purple, Long, Gray, Angry, Green, , , 
1629, Green, Professor, Pink, Short, Orange, Discerning, Purple, , , 
1630, Gray, Brave, Black, Small, Gray, Moon, Epic, , , 
1631, Pink, Stark, Red, Short, Gray, Relaxed, White, , , 
1632, Yellow, Professor, Red, Small, Orange, Angry, Blue, , Flower, Jean Jacket
1633, Yellow, Crescent, Pink, Small, Orange, Discerning, Gray, , Durag, 
1634, Green, Brave, Purple, Short, Orange, Open, Green, , Tiara, 
1635, Purple, Crescent, Black, Small, Gray, Discerning, White, , Wizard's Hat, 
1636, Yellow, Crescent, Purple, Short, Orange, Fire, Epic, , , Hoodie
1637, Purple, Skeleton, Bone, Small, Skeleton, , , Visor, Beanie, 
1638, Gray, Professor, Brown, Short, Gray, , , Black-rimmed Glasses, Bow, 
1639, Pink, Stark, Red, Small, Gray, Discerning, Blue, , Moon Hat, Jean Jacket
1640, Green, Stark, Purple, Long, Gray, Side-eye, White, , , 
1641, Purple, Tranquil, Pink, Short, Orange, Open, White, , Flower, 
1642, Pink, Professor, Brown, Short, Orange, Discerning, Yellow, , Headband, 
1643, Blue, Tabby, Purple, Small, Orange, Discerning, Red, , Rubber Duck, 
1644, Purple, Skeleton, Bone, Long, Skeleton, Fire, Epic, , Bandana, 
1645, Purple, Tranquil, Red, Short, Orange, Side-eye, White, , Raincloud, Punk Jacket
1646, Yellow, Sage, Brown, Small, Orange, , , Aviators, , 
1647, Yellow, Tabby, Gray, Small, Gray, Relaxed, Purple, , Bow, 
1648, Yellow, Crescent, Gray, Small, Gray, Discerning, Gray, , Wizard's Hat, 
1649, Gray, Emperor, Red, Short, Gray, Open, Red, , Dancing Flame, Hoodie Down
1650, Purple, Guardian, Gray, Short, Gray, Side-eye, White, , Queen's Crown, 
1651, Blue, Crescent, White, Short, Gray, Relaxed, Purple, , Durag, 
1652, Purple, Crescent, Brown, Short, Gray, Relaxed, White, , , Hoodie
1653, Pink, Guardian, Red, Short, Gray, Discerning, Gray, , Space Helmet, 
1654, Yellow, Stark, Black, Short, Gray, Discerning, Gray, , Captain's Cap, 
1655, Gray, Stark, Blue, Short, Gray, Discerning, Green, , Aviator's Cap, 
1656, Gray, Professor, Red, Short, Gray, Open, Red, , Headband, 
1657, Purple, Stark, Red, Short, Orange, Heart, Epic, , Karate Band, 
1658, Yellow, Stark, Red, Long, Gray, Side-eye, Yellow, , Moon Hat, 
1659, Yellow, Tranquil, Red, Short, Orange, Side-eye, White, , Bow, 
1660, Gray, Tabby, Red, Small, Orange, Open, Blue, , Queen's Crown, Diamond Necklace
1661, Purple, Crescent, Brown, Small, Orange, Angry, White, , , 
1662, Blue, Crescent, Black, Short, Gray, Rainbow, Epic, , Mohawk (Pink), 
1663, Blue, Professor, Brown, Short, Gray, Side-eye, Blue, , Karate Band, 
1664, Purple, Stark, Red, Small, Orange, Adorable, Epic, , Aviator's Cap, 
1665, Green, Crescent, Green, Small, Gray, , , Gazelles, Backwards Hat, 
1666, Gray, Crescent, Blue, Small, Orange, Open, Yellow, , Witch's Hat, Jean Jacket
1667, Green, Crescent, Purple, Small, Orange, Discerning, Green, , , Hoodie
1668, Pink, Stark, Red, Small, Orange, Discerning, Red, , Fire, 
1669, Green, Tabby, Red, Small, Orange, Discerning, Red, , , Gold Chain
1670, Purple, Stark, Brown, Long, Orange, Discerning, Blue, , Moon Hat, 
1671, Purple, Tabby, Gray, Short, Orange, Moon, Epic, , Tiara, 
1672, Blue, Stark, White, Long, Orange, Open, Yellow, , Moon Hat, 
1673, Blue, Crescent, Red, Small, Orange, , , Black-rimmed Glasses, Gremplin, 
1674, Yellow, Crescent, Black, Small, Orange, Open, Purple, , Fire, 
1675, Pink, Crescent, Red, Small, Orange, Open, Blue, , Lincoln, Gold Chain
1676, Green, Brave, Black, Short, Gray, Open, Green, Monocle, Bandana, 
1677, Pink, Tranquil, Black, Small, Gray, Heart, Epic, , Rubber Duck, 
1678, Gray, Crescent, White, Small, Gray, Angry, Gray, , Lincoln, 
1679, Blue, Tabby, Black, Long, Orange, Open, Blue, , , 
1680, Blue, Tranquil, Purple, Small, Orange, Discerning, Gray, , Mohawk (Pink), 
1681, Yellow, Guardian, Brown, Short, Orange, Open, Purple, , , 
1682, Gray, Crescent, Blue, Small, Orange, Discerning, Purple, , Skully, 
1683, Green, Crescent, Red, Small, Orange, , , Jobs Glasses, Durag, 
1684, Pink, Stark, Purple, Short, Orange, Relaxed, Green, , Headband, 
1685, Gray, Stark, Red, Short, Gray, Open, Gray, , Tiny Crown, 
1686, Pink, Brave, Pink, Short, Gray, Side-eye, Purple, , , 
1687, Gray, Tabby, Green, Short, Gray, Side-eye, Purple, , Chromie, 
1688, Green, Tabby, Brown, Small, Orange, Discerning, Gray, , Grail, 
1689, Pink, Stark, Brown, Small, Orange, Diamond, Epic, , Mohawk (Pink), 
1690, Pink, Crescent, Blue, Short, Orange, Side-eye, Red, , Captain's Cap, 
1691, Blue, Crescent, Black, Short, Orange, Adorable, Epic, , Pirate's Hat, 
1692, Pink, Crescent, Blue, Small, Orange, Open, White, , Crescent Talisman, 
1693, Green, Crescent, Gray, Short, Gray, Discerning, White, , Hero's Cap, Hero's Tunic
1694, Green, Tabby, Pink, Small, Orange, Angry, Yellow, , , Punk Jacket
1695, Gray, Tranquil, Brown, Small, Gray, Open, Yellow, , Mohawk (Green), 
1696, Pink, Sage, Gray, Short, Gray, Relaxed, Red, , , 
1697, Gray, Crescent, Brown, Small, Gray, Open, Green, , Wizard's Hat, 
1698, Gray, Tabby, Gray, Small, Orange, Angry, White, , Fire, 
1699, Green, Guardian, Purple, Short, Orange, Side-eye, White, , Space Helmet, 
1700, Green, Crescent, Purple, Short, Gray, Relaxed, Red, , Mohawk (Green), 
1701, Purple, Crescent, White, Small, Gray, Side-eye, Red, , Fire, 
1702, Blue, Stark, Pink, Small, Orange, Discerning, Green, , Raincloud, 
1703, Green, Guardian, Red, Short, Orange, Side-eye, Yellow, , Cowboy Hat, 
1704, Purple, Tabby, Red, Long, Orange, Heart, Epic, , Tiny Crown, 
1705, Yellow, Stark, Red, Small, Orange, Diamond, Epic, , Mohawk (Green), 
1706, Blue, Tabby, Gray, Small, Orange, Relaxed, Blue, , , 
1707, Gray, Professor, Red, Short, Gray, Discerning, Blue, , , 
1708, Purple, Tabby, Pink, Long, Orange, Relaxed, Purple, , Fire, Jean Jacket
1709, Gray, Tranquil, Brown, Short, Orange, Open, Yellow, , , 
1710, Green, Professor, Gray, Small, Orange, Relaxed, Purple, , Halo, 
1711, Pink, Professor, Red, Short, Gray, Relaxed, Gray, , , Hoodie Down
1712, Gray, Crescent, Red, Small, Gray, Angry, White, , Forest Ranger, 
1713, Gray, Emperor, Red, Short, Gray, Open, Green, , , 
1714, Blue, Crescent, Blue, Small, Orange, Rainbow, Epic, , Tiny Crown, 
1715, Green, Tranquil, Brown, Short, Gray, Angry, Blue, , Mohawk (Pink), Hoodie Down
1716, Blue, Tranquil, Purple, Short, Orange, Relaxed, Green, , Space Helmet, 
1717, Gray, Ruby Skeleton, Legendary Bone, Small, Ruby, Open, Skeleton, , Lincoln, 
1718, Purple, Tabby, White, Small, Orange, Side-eye, Green, , , 
1719, Pink, Crescent, Red, Small, Gray, Diamond, Epic, , Lincoln, 
1720, Blue, Tabby, Red, Short, Gray, Adorable, Epic, , , 
1721, Green, Brave, White, Small, Gray, Side-eye, Red, , , 
1722, Purple, Tranquil, Pink, Short, Orange, Discerning, Red, , Raincloud, 
1723, Pink, Crescent, Black, Small, Orange, Relaxed, Blue, , , 
1724, Gray, Brave, White, Small, Orange, Open, Purple, , , Hoodie Down
1725, Pink, Crescent, Pink, Small, Gray, , , 3D Glasses, Lincoln, 
1726, Green, Crescent, Blue, Small, Gray, , , 3D Glasses, Lincoln, 
1727, Blue, Skeleton, Bone, Short, Skeleton, , , Sunglasses, Skully, 
1728, Gray, Stark, Red, Short, Orange, Open, Blue, , Diamond, 
1729, Pink, Tranquil, Red, Short, Gray, Angry, Yellow, , , 
1730, Blue, Crescent, Green, Short, Orange, Fire, Epic, , Cowboy Hat, 
1731, Pink, Crescent, Red, Small, Gray, , , Jobs Glasses, , Hoodie Down
1732, Blue, Stark, Brown, Short, Orange, , , Sunglasses, Skully, 
1733, Pink, Emperor, Black, Short, Orange, Moon, Epic, , , 
1734, Yellow, Emperor, White, Short, Gray, Open, Gray, Big Tech, , 
1735, Pink, Brave, Gray, Small, Gray, Relaxed, White, , , 
1736, Pink, Guardian, Pink, Short, Orange, , , Black-rimmed Glasses, , 
1737, Yellow, Brave, Red, Small, Gray, Open, Red, , Bandana, Punk Jacket
1738, Pink, Professor, Purple, Short, Gray, Angry, Green, , , 
1739, Yellow, Tabby, Red, Small, Orange, Relaxed, White, , Skully, 
1740, Green, Crescent, Red, Long, Orange, Angry, Red, , Flower, 
1741, Green, Crescent, Red, Short, Orange, Open, Green, , Lincoln, 
1742, Yellow, Guardian, Gray, Short, Orange, , , Aviators, , Hoodie Down
1743, Purple, Tranquil, Red, Small, Orange, , , Black-rimmed Glasses, Space Helmet, 
1744, Blue, Tranquil, Pink, Small, Orange, Relaxed, Gray, , Rubber Duck, 
1745, Purple, Tabby, Red, Short, Orange, Discerning, Purple, , Tiara, 
1746, Blue, Crescent, Gray, Short, Gray, Open, Yellow, Eyepatch, Mohawk (Green), 
1747, Yellow, Crescent, Brown, Short, Gray, Angry, Red, , Lincoln, 
1748, Blue, Professor, Red, Small, Orange, Side-eye, Green, , Skully, 
1749, Purple, Crescent, Green, Short, Orange, Side-eye, White, , Pirate's Hat, 
1750, Blue, Tranquil, Black, Long, Gray, Open, Red, Big Tech, , 
1751, Gray, Brave, Green, Long, Gray, Open, Red, , Halo, 
1752, Blue, Crescent, Green, Small, Gray, Open, Blue, , Tiara, 
1753, Blue, Crescent, Blue, Long, Gray, Open, Purple, , , Hoodie
1754, Green, Guardian, Black, Short, Gray, Side-eye, Green, , Cowboy Hat, 
1755, Purple, Stark, Purple, Small, Orange, Angry, White, , Queen's Crown, 
1756, Pink, Professor, Pink, Short, Orange, Relaxed, Yellow, , , 
1757, Blue, Stark, Black, Small, Gray, Fire, Epic, , , Punk Jacket
1758, Yellow, Crescent, Gray, Small, Gray, Angry, Yellow, , Durag, 
1759, Gray, Crescent, Brown, Small, Gray, Discerning, White, , , Hoodie
1760, Yellow, Brave, Brown, Short, Gray, Open, Red, , Diamond, 
1761, Gray, Crescent, Brown, Small, Orange, Open, Purple, , , Hoodie
1762, Pink, Tranquil, Gray, Short, Orange, Angry, Purple, , Mohawk (Green), 
1763, Blue, Crescent, Brown, Small, Orange, Angry, Blue, , , Punk Jacket
1764, Blue, Professor, Purple, Short, Orange, Discerning, Green, , , Diamond Necklace
1765, Blue, Crescent, Red, Short, Orange, Heart, Epic, , Hero's Cap, Hero's Tunic
1766, Purple, Emperor, Red, Small, Orange, Angry, Gray, , , 
1767, Pink, Crescent, Brown, Short, Orange, , , Black-rimmed Glasses, , 
1768, Gray, Tabby, Brown, Short, Gray, Angry, Purple, , , 
1769, Green, Tranquil, Purple, Short, Orange, Open, Red, , Crescent Talisman, 
1770, Gray, Crescent, Red, Short, Gray, Angry, Purple, , Lincoln, Gold Chain
1771, Pink, Crescent, Brown, Short, Gray, Fire, Epic, , , Hoodie
1772, Gray, Brave, White, Short, Gray, Relaxed, Red, , Halo, 
1773, Pink, Crescent, Brown, Short, Orange, Moon, Epic, , , 
1774, Blue, Tabby, Blue, Long, Gray, Open, Green, Eyepatch, Crescent Talisman, 
1775, Pink, Crescent, Black, Small, Orange, Discerning, White, , , 
1776, Pink, Tabby, Gray, Small, Orange, Relaxed, Yellow, , Backwards Hat, 
1777, Blue, Guardian, Purple, Short, Orange, Discerning, Red, , Queen's Crown, 
1778, Gray, Stark, Gray, Short, Orange, Angry, Green, , Forest Ranger, 
1779, Purple, Crescent, Red, Small, Gray, Open, White, , Durag, 
1780, Pink, Sage, Brown, Short, Gray, Side-eye, Gray, , , 
1781, Pink, Crescent, Purple, Short, Gray, Heart, Epic, , , 
1782, Gray, Professor, Blue, Short, Gray, Angry, White, , , 
1783, Pink, Crescent, Brown, Short, Gray, Angry, Blue, , , 
1784, Green, Brave, Green, Small, Orange, , , Sunglasses, , 
1785, Green, Stark, Gray, Long, Orange, Angry, Gray, , Space Helmet, 
1786, Pink, Crescent, Brown, Small, Gray, Adorable, Epic, , Raincloud, Hoodie
1787, Pink, Guardian, Black, Small, Orange, Discerning, Purple, , , Jean Jacket
1788, Purple, Guardian, Brown, Small, Orange, Fire, Epic, Half-moon Spectacles, , 
1789, Pink, Crescent, Red, Short, Gray, Open, Yellow, , Lincoln, 
1790, Yellow, Crescent, Gray, Small, Gray, Discerning, Yellow, , , Hoodie
1791, Gray, Sage, Brown, Small, Gray, Open, White, , , 
1792, Green, Guardian, Gray, Short, Orange, Open, Purple, Big Tech, Grail, 
1793, Yellow, Crescent, Red, Short, Orange, Relaxed, White, , Wizard's Hat, Jean Jacket
1794, Blue, Crescent, Green, Short, Orange, Open, Purple, , Halo, 
1795, Purple, Brave, Brown, Short, Gray, Discerning, Blue, , Diamond, 
1796, Yellow, Crescent, Blue, Small, Orange, Side-eye, Yellow, , Headphones, 
1797, Yellow, Crescent, Black, Long, Orange, Moon, Epic, , Space Helmet, 
1798, Blue, Tranquil, Brown, Small, Gray, , , 3D Glasses, Halo, 
1799, Purple, Tranquil, Brown, Small, Orange, , , Sunglasses, Headband, 
1800, Blue, Sage, Pink, Short, Gray, Relaxed, Purple, , Captain's Cap, 
1801, Green, Stark, Gray, Short, Gray, Discerning, Purple, , , 
1802, Yellow, Tranquil, Purple, Small, Gray, Discerning, White, , Headband, 
1803, Gray, Tranquil, Blue, Small, Orange, Fire, Epic, , Queen's Crown, 
1804, Green, Tranquil, Green, Short, Gray, Discerning, Yellow, , Halo, 
1805, Blue, Crescent, Brown, Small, Orange, , , Rose-Colored Glasses, Bucket Hat, Jean Jacket
1806, Pink, Sage, Brown, Small, Orange, Angry, Yellow, , Skully, 
1807, Gray, Tranquil, Pink, Short, Orange, Fire, Epic, , Skully, 
1808, Purple, Tabby, Black, Small, Orange, Side-eye, Purple, , Karate Band, 
1809, Purple, Tabby, Gray, Long, Orange, Discerning, Yellow, , Halo, Hoodie Down
1810, Blue, Tranquil, Black, Short, Gray, , , Sunglasses, , 
1811, Purple, Brave, Blue, Small, Gray, Side-eye, Red, , , 
1812, Blue, Crescent, Black, Short, Orange, , , Sunglasses, Lincoln, Hoodie Down
1813, Blue, Crescent, Green, Small, Gray, , , Gazelles, Captain's Cap, 
1814, Pink, Brave, Red, Small, Orange, Angry, Purple, , , 
1815, Pink, Stark, White, Short, Orange, Open, Green, , Headband, 
1816, Purple, Tabby, Pink, Long, Orange, Open, Blue, , Backwards Hat, 
1817, Pink, Crescent, Red, Short, Gray, Moon, Epic, , , 
